account_id,month,budget_amount
4000,2025-01-01,6705.69
4000,2025-02-01,1810.7
4000,2025-03-01,10199.68
4000,2025-04-01,6529.81
4000,2025-05-01,5998.49
4000,2025-06-01,4311.19
4000,2025-07-01,3752.0
4000,2025-08-01,2232.87
4000,2025-09-01,7250.01
4000,2025-10-01,3572.52
4000,2025-11-01,14084.01
4000,2025-12-01,1447.62
4100,2025-01-01,8513.7
4100,2025-02-01,1564.3
4100,2025-03-01,13944.64
4100,2025-04-01,4367.73
4100,2025-05-01,7197.99
4100,2025-06-01,6682.69
4100,2025-07-01,7864.09
4100,2025-08-01,8885.98
4100,2025-09-01,5834.84
4100,2025-10-01,2322.37
4100,2025-11-01,3609.85
4100,2025-12-01,8355.34
5000,2025-01-01,3885.76
5000,2025-02-01,3488.5
5000,2025-03-01,7678.18
5000,2025-04-01,6180.34
5000,2025-05-01,2480.22
5000,2025-06-01,5448.61
5000,2025-07-01,5192.74
5000,2025-08-01,10708.86
5000,2025-09-01,2747.29
5000,2025-10-01,8043.51
5000,2025-11-01,5956.18
5000,2025-12-01,12230.89
6000,2025-01-01,9469.75
6000,2025-02-01,5579.43
6000,2025-03-01,1942.74
6000,2025-04-01,2990.03
6000,2025-05-01,4190.01
6000,2025-06-01,3552.48
6000,2025-07-01,2275.64
6000,2025-08-01,13800.48
6000,2025-09-01,3820.01
6000,2025-10-01,6058.49
6000,2025-11-01,4185.39
6000,2025-12-01,5263.79
6100,2025-01-01,2958.67
6100,2025-02-01,6991.13
6100,2025-03-01,13886.05
6100,2025-04-01,7030.96
6100,2025-05-01,14250.92
6100,2025-06-01,4649.47
6100,2025-07-01,5181.16
6100,2025-08-01,11690.92
6100,2025-09-01,4937.65
6100,2025-10-01,9840.32
6100,2025-11-01,2341.05
6100,2025-12-01,2592.74
6200,2025-01-01,27928.43
6200,2025-02-01,12122.77
6200,2025-03-01,2849.38
6200,2025-04-01,9381.93
6200,2025-05-01,5166.99
6200,2025-06-01,2193.83
6200,2025-07-01,3850.85
6200,2025-08-01,12014.4
6200,2025-09-01,2059.52
6200,2025-10-01,3594.46
6200,2025-11-01,2233.93
6200,2025-12-01,3631.69
6300,2025-01-01,4496.53
6300,2025-02-01,5602.9
6300,2025-03-01,2554.72
6300,2025-04-01,6320.61
6300,2025-05-01,5065.09
6300,2025-06-01,6571.29
6300,2025-07-01,3942.29
6300,2025-08-01,3641.46
6300,2025-09-01,2041.53
6300,2025-10-01,8536.31
6300,2025-11-01,5234.34
6300,2025-12-01,9254.43
6400,2025-01-01,5333.35
6400,2025-02-01,12210.11
6400,2025-03-01,3064.16
6400,2025-04-01,6575.1
6400,2025-05-01,3434.04
6400,2025-06-01,5556.08
6400,2025-07-01,8734.1
6400,2025-08-01,9127.28
6400,2025-09-01,6056.41
6400,2025-10-01,3455.1
6400,2025-11-01,4466.23
6400,2025-12-01,5733.11
6500,2025-01-01,3918.71
6500,2025-02-01,2365.53
6500,2025-03-01,4440.7
6500,2025-04-01,2042.75
6500,2025-05-01,4461.78
6500,2025-06-01,4505.36
6500,2025-07-01,2056.52
6500,2025-08-01,2444.53
6500,2025-09-01,6921.53
6500,2025-10-01,4096.0
6500,2025-11-01,2210.05
6500,2025-12-01,4857.16
4050,2025-01-01,2796.88
4050,2025-02-01,2913.77
4050,2025-03-01,5395.3
4050,2025-04-01,3407.55
4050,2025-05-01,3042.92
4050,2025-06-01,4026.59
4050,2025-07-01,3678.85
4050,2025-08-01,2472.93
4050,2025-09-01,5531.73
4050,2025-10-01,12394.41
4050,2025-11-01,18663.59
4050,2025-12-01,2250.24
4060,2025-01-01,19918.82
4060,2025-02-01,2081.11
4060,2025-03-01,6324.45
4060,2025-04-01,4367.32
4060,2025-05-01,4423.68
4060,2025-06-01,5285.4
4060,2025-07-01,4243.79
4060,2025-08-01,2934.6
4060,2025-09-01,8602.66
4060,2025-10-01,1727.95
4060,2025-11-01,3296.6
4060,2025-12-01,14322.01
6030,2025-01-01,1881.46
6030,2025-02-01,3713.06
6030,2025-03-01,3844.79
6030,2025-04-01,1742.02
6030,2025-05-01,10045.68
6030,2025-06-01,7773.48
6030,2025-07-01,4968.23
6030,2025-08-01,2029.54
6030,2025-09-01,4327.85
6030,2025-10-01,3518.44
6030,2025-11-01,8317.56
6030,2025-12-01,4821.07
6040,2025-01-01,3010.8
6040,2025-02-01,3750.09
6040,2025-03-01,16107.03
6040,2025-04-01,2265.69
6040,2025-05-01,5852.53
6040,2025-06-01,2802.08
6040,2025-07-01,2795.58
6040,2025-08-01,9950.18
6040,2025-09-01,8875.77
6040,2025-10-01,9873.69
6040,2025-11-01,12022.59
6040,2025-12-01,6999.5
